时间,源水浊度,源水pH,源水温度,源水氨氮,源水COD,源水有机物,混凝剂投加量,沉后浊度,滤后浊度,出水浊度,出水余氯,出水pH
2024-02-08 17:00:00,42.95,7.22,9.32,0.498,5.78,0.0982,18.02,1.56,0.56,0.347,0.67,7.27
2024-02-08 18:00:00,36.06,7.18,,0.504,5.86,0.0979,17.59,1.45,0.5,0.349,1.74,
2024-02-08 19:00:00,37.24,7.22,8.56,0.48,5.64,0.0975,18.85,1.48,0.19,0.107,0.93,6.92
2024-02-08 20:00:00,37.76,7.15,10.87,0.489,5.38,0.0981,17.06,1.2,0.33,0.185,1.4,7.58
2024-02-08 21:00:00,43.34,7.23,9.02,0.493,5.45,0.095,19.59,1.31,0.26,0.199,1.12,7.2
2024-02-08 22:00:00,43.54,7.17,11.28,0.501,,0.0954,16.7,1.67,0.65,0.456,1.23,7.5
2024-02-08 23:00:00,34.65,7.19,7.98,,5.01,0.0949,16.55,1.42,0.39,0.288,1.2,7.06
2024-02-09 00:00:00,47.71,7.19,,0.486,5.66,0.0975,23.41,1.45,0.54,0.343,1.44,6.85
2024-02-09 01:00:00,34.39,7.19,10.32,0.503,5.14,0.0966,19.17,1.18,0.18,0.089,1.0,6.72
2024-02-09 02:00:00,46.97,7.23,9.22,0.498,5.66,0.095,19.87,1.59,0.56,0.423,1.72,6.88
2024-02-09 03:00:00,34.06,7.22,9.86,0.504,5.2,0.0972,15.43,1.21,0.27,0.116,1.49,7.37
2024-02-09 04:00:00,36.73,7.24,9.44,0.502,5.27,0.0961,,1.4,0.34,0.158,1.05,7.03
2024-02-09 05:00:00,46.16,7.23,9.41,0.483,5.84,0.0968,17.63,1.42,0.49,0.203,1.17,6.56
2024-02-09 06:00:00,35.35,7.12,9.25,,5.64,0.0957,17.39,1.39,0.22,0.146,1.2,6.71
2024-02-09 07:00:00,39.14,7.21,9.74,0.492,5.07,0.0952,17.93,1.3,0.19,0.115,1.04,7.7
2024-02-09 08:00:00,39.73,7.21,10.2,0.507,5.47,,18.01,1.26,0.15,,1.06,6.75
2024-02-09 09:00:00,36.41,7.23,11.17,,5.71,0.0956,17.77,1.27,0.33,0.216,1.4,7.08
2024-02-09 10:00:00,43.96,7.15,9.35,0.501,5.45,0.0964,21.06,1.3,0.4,0.287,1.34,7.27
2024-02-09 11:00:00,46.24,7.13,9.16,0.488,5.53,0.0963,18.5,1.6,0.61,0.261,1.0,6.91
2024-02-09 12:00:00,46.62,7.15,9.03,0.481,5.71,0.0989,22.59,1.37,0.45,0.308,1.18,6.5
2024-02-09 13:00:00,37.94,7.17,11.03,0.507,5.65,0.0954,20.7,1.23,0.35,0.197,0.86,6.63
2024-02-09 14:00:00,41.05,7.14,10.25,0.488,5.34,0.0958,,1.53,0.39,0.288,1.67,6.72
2024-02-09 15:00:00,36.46,7.19,7.66,0.482,5.64,0.0982,18.66,1.32,0.31,0.1,1.39,6.57
2024-02-09 16:00:00,36.41,7.14,7.61,0.503,5.55,0.0959,21.0,1.35,0.31,0.13,1.13,7.43
2024-02-09 17:00:00,35.05,7.14,8.73,,6.0,0.0968,19.66,1.22,0.42,0.163,1.21,7.24
2024-02-09 18:00:00,47.68,7.25,9.79,0.495,5.6,0.0981,21.32,1.78,0.37,0.12,1.4,7.37
2024-02-09 19:00:00,46.84,7.18,9.52,,5.68,,18.29,1.76,0.34,0.217,0.99,6.73
2024-02-09 20:00:00,45.04,7.21,10.07,0.493,5.71,0.099,,1.46,0.54,0.373,1.15,6.93
2024-02-09 21:00:00,40.83,7.23,9.38,0.482,5.54,0.0967,19.67,1.52,0.55,0.31,1.36,7.31
2024-02-09 22:00:00,40.39,7.14,10.95,0.499,5.42,0.0981,,1.52,0.49,0.349,0.79,6.5
2024-02-09 23:00:00,41.03,7.24,10.33,0.499,5.77,0.0988,20.72,1.58,0.47,0.289,1.32,7.55
2024-02-10 00:00:00,42.46,7.16,9.8,0.487,5.76,0.0991,21.72,,0.33,0.208,1.9,7.35
2024-02-10 01:00:00,40.76,7.13,10.87,0.497,6.0,0.0959,18.01,1.39,0.46,0.192,0.66,7.13
2024-02-10 02:00:00,35.69,7.19,8.08,0.492,5.84,0.0976,18.36,1.26,0.42,0.331,1.43,6.81
2024-02-10 03:00:00,35.58,7.2,9.64,0.483,5.85,0.0968,13.99,1.44,0.36,0.198,0.78,6.6
2024-02-10 04:00:00,49.42,7.18,9.86,0.491,5.84,0.0974,22.5,1.57,0.34,0.266,0.74,7.2
2024-02-10 05:00:00,41.55,7.15,10.33,0.507,5.41,0.0987,21.81,1.44,0.2,0.098,1.03,7.46
2024-02-10 06:00:00,49.44,7.22,8.01,0.49,5.24,0.0966,24.18,1.43,0.39,0.206,1.31,7.11
2024-02-10 07:00:00,36.22,7.22,,0.488,5.32,0.0972,17.29,1.25,0.32,0.209,1.32,7.19
2024-02-10 08:00:00,42.76,7.18,10.12,0.508,5.83,0.0978,,1.33,0.39,0.272,1.12,7.2
2024-02-10 09:00:00,36.96,7.13,10.2,0.493,6.0,0.0962,17.12,1.19,0.12,0.052,,7.05
2024-02-10 10:00:00,37.72,7.21,10.91,0.508,5.84,0.0978,18.23,1.3,0.37,0.299,1.11,7.15
2024-02-10 11:00:00,33.98,7.2,10.49,0.507,5.57,0.0956,18.25,1.27,0.44,0.141,0.61,7.46
2024-02-10 12:00:00,35.47,7.13,9.66,0.495,6.0,0.0979,13.75,1.39,0.38,0.125,1.4,7.17
2024-02-10 13:00:00,48.83,7.23,10.4,0.493,5.49,0.0955,21.03,1.65,0.39,0.139,1.03,7.04
2024-02-10 14:00:00,38.86,7.24,9.52,0.486,5.28,0.0986,16.61,1.49,0.59,0.345,1.48,6.76
2024-02-10 15:00:00,43.66,7.18,9.87,0.487,5.7,0.0958,22.81,1.38,0.39,0.242,0.86,7.25
2024-02-10 16:00:00,41.26,7.25,10.52,0.488,6.0,,14.63,1.54,0.52,0.391,,7.03
2024-02-10 17:00:00,40.18,7.23,,,5.37,0.0977,21.05,1.24,,0.109,0.62,7.03
2024-02-10 18:00:00,42.38,7.17,10.09,0.492,5.11,0.0969,19.27,1.37,0.22,0.15,1.55,7.17
2024-02-10 19:00:00,36.61,7.17,10.69,0.504,5.63,0.098,14.01,1.31,0.49,0.299,1.28,7.01
2024-02-10 20:00:00,50.03,7.19,10.44,0.49,5.85,0.099,24.9,1.83,0.69,0.351,1.04,7.12
2024-02-10 21:00:00,47.18,7.2,10.96,0.494,4.73,0.0954,23.52,1.39,0.19,0.113,1.02,7.06
2024-02-10 22:00:00,45.9,7.18,12.05,0.485,5.92,0.0982,22.99,1.43,0.56,0.227,1.06,6.9
2024-02-10 23:00:00,41.33,7.17,10.43,0.489,5.21,0.0968,19.5,1.3,0.41,0.283,1.15,7.27
2024-02-11 00:00:00,37.18,7.16,9.43,0.507,5.83,0.0986,16.91,1.31,0.25,0.142,0.67,6.5
2024-02-11 01:00:00,50.44,7.16,,0.504,5.01,0.0996,21.78,1.56,0.26,0.183,1.05,7.18
2024-02-11 02:00:00,40.43,7.18,,0.496,5.17,0.0985,20.18,1.26,0.37,0.18,1.06,6.69
2024-02-11 03:00:00,35.4,7.15,10.51,0.501,5.79,0.096,16.71,,0.17,0.066,1.46,7.35
2024-02-11 04:00:00,40.45,7.15,11.39,0.497,5.97,0.0973,17.37,1.4,0.44,0.239,0.99,6.5
2024-02-11 05:00:00,48.26,7.24,,0.51,5.61,0.098,22.08,1.64,0.57,,0.84,6.84
2024-02-11 06:00:00,45.29,7.14,11.41,0.495,6.0,0.0958,20.72,1.66,0.42,0.193,1.13,7.12
2024-02-11 07:00:00,47.51,7.15,11.74,0.505,5.3,0.0985,22.75,1.77,0.62,0.371,1.33,6.96
2024-02-11 08:00:00,48.24,7.22,10.46,0.49,5.3,0.0988,24.13,1.41,0.43,0.192,1.18,6.79
2024-02-11 09:00:00,38.2,7.25,10.49,0.496,5.52,0.0991,20.23,1.3,0.36,0.213,1.17,7.33
2024-02-11 10:00:00,50.49,7.18,9.65,0.499,5.5,0.0958,19.36,1.85,0.42,0.239,1.16,6.6
2024-02-11 11:00:00,42.1,7.2,9.9,0.487,5.69,0.0988,19.49,1.47,0.44,0.135,1.1,7.03
2024-02-11 12:00:00,45.57,7.17,10.59,0.501,,0.097,21.18,1.48,0.58,0.369,0.98,6.81
2024-02-11 13:00:00,34.58,7.19,10.53,0.501,,0.0963,19.2,1.26,0.17,0.086,0.91,7.23
2024-02-11 14:00:00,51.69,7.25,10.61,0.488,5.77,0.0978,23.69,1.82,0.27,0.192,1.16,6.83
2024-02-11 15:00:00,,7.23,10.52,0.513,,0.0981,18.7,1.52,0.45,0.3,1.25,7.0
2024-02-11 16:00:00,35.61,7.15,10.79,0.486,5.46,0.0975,16.87,1.24,0.49,0.34,1.17,6.91
2024-02-11 17:00:00,42.45,7.25,10.68,0.51,5.71,0.0995,21.62,1.38,0.35,0.149,0.61,6.98
2024-02-11 18:00:00,36.77,7.17,8.87,,5.79,0.096,18.9,1.39,0.3,0.205,1.43,7.04
2024-02-11 19:00:00,37.17,7.22,10.73,0.49,5.61,,18.81,,0.46,0.291,0.74,7.01
2024-02-11 20:00:00,45.46,7.2,11.75,0.487,5.54,0.0965,18.96,1.66,0.31,0.232,0.75,6.98
2024-02-11 21:00:00,41.32,7.19,9.87,0.504,4.99,0.0954,23.51,1.25,0.25,0.155,0.84,6.79
2024-02-11 22:00:00,50.46,7.23,11.39,0.506,5.63,0.0969,22.15,1.62,0.37,0.131,1.02,7.07
2024-02-11 23:00:00,40.05,7.18,8.98,0.504,5.79,0.0988,18.81,1.51,0.39,0.219,1.12,6.65
2024-02-12 00:00:00,48.54,7.18,10.04,0.499,5.58,0.0983,21.66,1.77,0.21,0.128,1.44,7.11
2024-02-12 01:00:00,43.82,7.25,9.42,0.491,5.36,0.0977,19.69,,0.34,0.258,1.45,7.0
2024-02-12 02:00:00,47.36,7.22,11.45,0.51,5.09,0.098,18.28,1.58,0.43,0.191,0.63,6.5
2024-02-12 03:00:00,46.29,7.17,11.71,0.512,5.73,0.0972,21.18,1.62,0.22,0.107,0.61,7.06
2024-02-12 04:00:00,44.03,7.18,9.97,0.498,5.6,0.0962,17.1,1.63,0.39,0.276,1.47,7.51
2024-02-12 05:00:00,52.53,7.2,11.24,0.511,6.0,0.0986,22.39,1.45,0.28,0.169,1.1,6.97
2024-02-12 06:00:00,41.71,7.17,11.72,0.505,,0.0998,16.23,1.48,0.2,0.103,0.84,7.05
2024-02-12 07:00:00,38.77,7.25,10.03,0.502,5.45,0.0997,14.35,1.47,0.55,0.363,1.32,6.79
2024-02-12 08:00:00,47.69,7.25,10.2,0.504,5.2,0.0968,22.17,1.76,0.36,0.115,1.49,7.71
2024-02-12 09:00:00,50.68,7.18,10.8,0.489,5.9,0.0978,19.5,1.59,0.4,0.195,1.27,7.67
2024-02-12 10:00:00,36.33,7.18,9.22,0.49,5.97,0.0984,18.9,1.45,0.37,0.189,0.92,7.52
2024-02-12 11:00:00,43.62,7.17,10.18,0.508,6.0,,20.24,1.53,0.23,0.079,0.5,7.63
2024-02-12 12:00:00,51.5,7.24,12.21,0.515,5.75,0.0966,22.22,1.58,0.43,0.334,1.31,6.74
2024-02-12 13:00:00,48.96,7.2,9.57,0.501,5.83,0.0962,20.02,1.81,0.32,0.249,1.11,6.62
2024-02-12 14:00:00,53.27,7.18,10.92,0.487,5.73,0.1004,22.12,1.49,0.42,0.251,0.9,7.85
2024-02-12 15:00:00,45.07,7.24,10.59,0.488,5.77,0.0963,18.96,1.66,0.22,0.105,0.68,6.95
2024-02-12 16:00:00,47.36,7.2,9.9,0.5,5.61,0.1007,22.75,1.58,0.53,0.333,1.22,6.75
2024-02-12 17:00:00,41.0,7.19,10.29,0.506,5.78,0.0987,18.26,1.45,0.52,0.399,0.98,7.14
2024-02-12 18:00:00,52.48,7.24,11.82,0.49,6.0,0.0982,21.68,1.84,0.72,0.534,,6.66
2024-02-12 19:00:00,42.13,7.22,10.62,0.487,5.66,0.0965,21.01,1.61,0.59,0.274,1.42,7.08
2024-02-12 20:00:00,48.76,7.24,10.78,0.508,5.6,0.1001,19.98,1.77,0.53,0.347,0.95,6.75
2024-02-12 21:00:00,42.79,7.15,11.67,0.49,5.65,0.0964,16.11,1.45,0.21,0.078,1.79,7.27
2024-02-12 22:00:00,45.61,7.23,9.78,0.499,5.55,0.0977,18.29,1.61,0.2,0.13,1.12,6.74
2024-02-12 23:00:00,48.43,7.25,9.02,0.508,5.67,0.0958,23.25,1.7,0.21,0.088,1.38,6.64
2024-02-13 00:00:00,46.04,7.26,12.01,0.492,5.53,0.096,20.69,1.47,0.52,0.366,0.99,6.72
2024-02-13 01:00:00,53.34,7.26,10.38,0.502,5.92,0.0999,22.98,1.61,0.53,0.343,1.33,7.1
2024-02-13 02:00:00,,7.25,11.13,0.491,5.89,0.097,20.69,1.63,0.27,0.083,0.88,6.81
2024-02-13 03:00:00,48.57,7.2,9.48,0.499,6.0,0.0992,24.75,1.61,0.27,0.16,1.35,7.26
2024-02-13 04:00:00,42.98,7.27,10.63,0.517,5.57,0.0998,15.59,1.36,0.18,0.092,1.9,6.99
2024-02-13 05:00:00,44.19,7.23,9.14,0.509,5.67,0.0986,19.79,1.65,0.64,0.496,0.82,7.18
2024-02-13 06:00:00,44.77,7.26,10.3,0.489,,0.0995,20.26,1.51,0.26,0.152,0.45,6.72
2024-02-13 07:00:00,39.01,7.22,9.59,0.492,5.64,0.0972,18.68,1.51,0.53,0.19,0.97,6.95
2024-02-13 08:00:00,38.38,7.26,9.36,0.497,5.92,0.1004,20.16,1.25,0.41,0.286,1.24,6.99
2024-02-13 09:00:00,48.95,,9.94,0.516,5.09,0.097,22.92,1.77,0.6,0.446,1.18,6.76
2024-02-13 10:00:00,48.73,7.19,7.95,0.511,5.72,0.0991,20.78,1.55,0.45,0.259,1.02,6.85
2024-02-13 11:00:00,48.86,7.18,9.08,0.507,6.0,0.1005,17.87,1.51,0.25,0.182,1.47,7.12
2024-02-13 12:00:00,37.06,7.24,11.02,0.493,5.99,0.1002,23.24,1.29,0.21,0.098,1.01,6.5
2024-02-13 13:00:00,42.69,7.17,10.59,0.517,5.96,0.0962,19.65,1.5,0.57,0.254,1.41,6.87
2024-02-13 14:00:00,40.33,7.19,9.17,0.513,5.83,0.0979,19.23,1.33,0.36,0.264,1.04,6.96
2024-02-13 15:00:00,50.98,7.26,10.79,0.495,5.4,0.1005,24.31,1.71,0.52,0.262,0.88,6.61
2024-02-13 16:00:00,52.49,7.22,9.36,0.501,5.36,0.1005,21.39,1.68,0.44,0.348,1.19,6.5
2024-02-13 17:00:00,41.22,,10.96,0.501,5.36,0.0994,21.87,1.49,0.3,0.231,1.2,6.98
2024-02-13 18:00:00,48.95,7.23,10.12,,5.24,0.0965,20.66,1.53,0.48,0.271,1.71,6.7
2024-02-13 19:00:00,39.07,7.22,9.91,0.5,,0.0981,22.39,1.29,0.46,0.321,1.28,6.5
2024-02-13 20:00:00,41.75,7.19,10.15,0.494,6.0,0.1011,20.33,1.5,0.26,0.179,1.23,6.75
2024-02-13 21:00:00,39.24,7.26,12.8,0.509,5.71,0.0965,17.43,1.39,0.21,0.099,1.18,7.07
2024-02-13 22:00:00,41.9,7.16,9.48,0.509,5.82,0.1003,23.82,1.31,0.16,0.083,0.98,7.12
2024-02-13 23:00:00,49.08,7.25,,0.502,5.67,0.0982,22.51,1.67,0.62,0.466,,6.93
2024-02-14 00:00:00,55.0,7.27,11.2,0.506,5.74,0.1005,21.6,1.63,0.5,0.276,0.99,7.34
2024-02-14 01:00:00,41.62,7.27,9.45,0.492,4.93,0.0966,16.58,1.39,0.43,0.196,1.19,7.2
2024-02-14 02:00:00,48.04,7.23,8.82,0.505,5.66,,22.43,1.73,0.2,0.073,0.69,6.63
2024-02-14 03:00:00,51.05,7.17,9.82,0.516,5.44,0.098,24.58,1.51,0.33,0.17,0.63,6.82
2024-02-14 04:00:00,55.81,7.18,,0.509,5.55,0.1012,23.8,1.72,0.2,0.106,0.92,
2024-02-14 05:00:00,49.33,7.17,10.07,0.52,5.63,0.1001,22.03,1.43,0.44,0.239,0.89,7.4
2024-02-14 06:00:00,42.62,7.21,10.19,0.513,5.35,0.0997,22.76,1.44,0.29,0.198,1.24,6.85
2024-02-14 07:00:00,49.62,7.22,11.33,0.515,5.24,0.1019,,1.8,0.71,0.561,0.98,7.65
2024-02-14 08:00:00,43.85,7.23,9.61,0.505,5.34,0.0982,18.65,1.51,0.48,0.236,1.31,6.86
2024-02-14 09:00:00,56.24,7.27,10.33,0.496,5.13,0.1011,21.91,1.95,0.28,0.197,0.96,6.94
2024-02-14 10:00:00,45.35,7.17,8.9,0.52,5.22,0.0969,21.46,1.54,0.24,0.146,1.81,7.17
2024-02-14 11:00:00,50.75,7.22,10.74,0.511,5.26,0.0972,22.74,1.44,0.2,0.143,1.07,7.53
2024-02-14 12:00:00,38.24,7.22,10.65,0.52,5.14,0.099,20.7,1.36,0.24,0.122,1.27,7.58
2024-02-14 13:00:00,45.36,7.21,11.21,0.51,5.73,0.1017,21.09,1.41,0.55,0.294,0.95,7.0
2024-02-14 14:00:00,54.34,7.18,9.27,0.505,5.3,0.1002,24.01,1.69,0.67,0.301,1.02,6.97
2024-02-14 15:00:00,49.33,7.25,10.22,0.494,5.01,0.0969,22.06,1.49,0.28,0.181,1.27,6.82
2024-02-14 16:00:00,46.19,7.19,9.14,0.503,5.45,0.1016,22.49,1.38,0.24,0.105,1.15,7.56
2024-02-14 17:00:00,55.49,7.19,10.17,0.509,5.23,0.1006,24.44,1.6,0.28,0.143,1.37,7.2
2024-02-14 18:00:00,53.94,,11.9,0.52,6.0,0.1004,22.03,1.67,0.42,0.234,1.45,6.81
2024-02-14 19:00:00,43.89,7.27,10.1,0.517,5.61,0.0994,19.59,1.62,0.39,0.281,1.77,7.28
2024-02-14 20:00:00,48.09,7.25,9.05,0.507,5.13,0.0985,21.7,1.7,0.4,0.249,1.36,7.2
2024-02-14 21:00:00,47.05,7.22,9.74,0.505,5.74,0.0969,21.01,1.36,0.17,0.096,1.16,6.79
2024-02-14 22:00:00,49.75,7.18,8.81,0.491,5.59,0.0998,24.1,1.74,0.31,0.105,1.03,6.84
2024-02-14 23:00:00,44.11,7.16,9.12,0.501,5.5,0.097,20.45,1.31,0.31,0.103,0.94,6.65
2024-02-15 00:00:00,43.66,7.21,11.27,0.525,6.0,0.1001,17.07,1.32,0.22,0.104,1.03,7.34
2024-02-15 01:00:00,56.67,7.26,9.15,0.517,5.26,0.0998,20.88,1.91,0.55,0.171,1.21,
2024-02-15 02:00:00,56.88,7.26,10.91,0.51,5.86,0.1001,22.83,1.73,0.25,0.104,1.5,6.63
2024-02-15 03:00:00,55.32,7.21,10.62,0.521,5.43,0.1014,24.35,1.66,0.34,0.267,1.26,7.44
2024-02-15 04:00:00,57.94,7.26,10.06,0.493,5.55,0.099,22.12,1.74,0.57,0.233,1.06,7.09
2024-02-15 05:00:00,53.4,7.22,10.82,0.524,5.33,0.0992,23.71,1.71,0.48,0.333,0.79,6.5
2024-02-15 06:00:00,53.79,7.19,9.66,0.516,5.35,0.097,20.98,1.76,0.66,0.414,0.91,7.21
2024-02-15 07:00:00,53.75,7.24,11.44,0.493,5.42,0.0983,22.82,1.79,0.33,0.121,1.21,6.5
2024-02-15 08:00:00,48.26,7.24,9.9,0.516,4.98,0.0971,21.92,1.41,0.15,0.058,1.32,6.75
2024-02-15 09:00:00,47.79,7.28,10.21,0.495,5.66,0.0975,18.69,1.43,0.36,0.114,1.43,7.13
2024-02-15 10:00:00,43.58,7.25,10.09,0.514,5.59,0.0991,20.68,1.45,0.24,0.076,1.43,7.12
2024-02-15 11:00:00,51.46,7.2,11.28,0.502,5.1,0.099,25.14,1.83,0.25,0.186,0.85,6.77
2024-02-15 12:00:00,44.54,7.24,11.14,0.499,5.75,0.1021,19.74,1.61,0.17,0.134,0.94,6.6
2024-02-15 13:00:00,43.93,7.26,7.97,0.513,5.99,0.0973,20.13,1.36,0.38,0.288,1.41,
2024-02-15 14:00:00,50.31,7.27,10.85,,5.35,0.0975,22.12,1.54,0.33,0.158,1.46,7.44
2024-02-15 15:00:00,46.89,7.27,8.85,0.494,5.32,0.101,20.92,1.5,0.3,0.1,1.15,6.91
2024-02-15 16:00:00,43.17,7.21,10.25,0.52,,0.0968,19.83,1.61,0.35,0.236,1.63,6.98
2024-02-15 17:00:00,54.79,7.21,10.49,0.501,5.67,0.1004,22.66,1.97,0.65,0.287,1.49,6.77
2024-02-15 18:00:00,55.65,7.22,10.24,0.513,5.51,0.101,19.85,,0.26,0.104,1.35,6.91
2024-02-15 19:00:00,42.17,7.22,11.1,0.513,5.8,0.1003,20.44,1.44,0.37,0.193,1.25,6.99
2024-02-15 20:00:00,39.06,7.26,11.31,0.494,5.63,0.0983,16.58,1.33,0.53,0.18,0.64,7.22
2024-02-15 21:00:00,45.45,7.22,9.82,0.526,5.98,0.0972,21.12,1.45,0.17,0.052,0.87,6.5
2024-02-15 22:00:00,54.43,7.27,9.78,0.507,5.55,0.1024,24.08,1.72,0.51,0.283,1.12,7.11
2024-02-15 23:00:00,55.24,7.18,10.56,0.499,5.68,0.1016,23.69,1.85,0.56,0.347,1.63,7.46
2024-02-16 00:00:00,42.8,7.28,,0.509,5.87,0.1014,17.93,1.5,0.34,0.206,1.55,6.88
2024-02-16 01:00:00,55.54,7.24,10.3,0.515,4.8,0.0981,23.59,1.71,0.59,0.183,0.94,6.69
2024-02-16 02:00:00,42.35,7.28,12.12,0.494,5.88,0.0996,19.15,1.54,0.46,0.159,1.44,7.32
2024-02-16 03:00:00,47.84,7.2,9.27,0.505,5.39,0.1013,19.81,1.54,0.48,0.19,0.88,6.66
2024-02-16 04:00:00,60.03,7.27,10.43,0.513,5.69,0.0976,28.24,1.93,0.27,0.125,0.36,6.59
2024-02-16 05:00:00,43.89,7.19,10.18,0.518,6.0,0.1028,18.18,1.36,0.36,0.238,1.73,6.5
2024-02-16 06:00:00,43.12,7.28,12.78,0.505,5.45,0.1027,20.76,1.41,0.21,0.066,0.48,7.14
2024-02-16 07:00:00,48.5,7.2,10.24,0.508,5.4,0.0979,24.21,1.62,0.2,0.079,0.3,6.61
2024-02-16 08:00:00,52.44,7.21,10.3,0.502,5.52,0.0982,22.93,1.88,0.43,0.287,1.22,6.5
2024-02-16 09:00:00,58.71,7.26,9.74,0.504,5.1,0.0992,22.54,1.57,0.2,0.1,1.05,7.03
2024-02-16 10:00:00,59.67,7.26,10.78,0.518,6.0,0.0997,22.92,1.96,0.2,0.104,1.25,6.66
2024-02-16 11:00:00,41.43,7.25,11.05,0.506,5.53,0.0997,16.55,1.43,0.56,0.196,1.71,7.17
2024-02-16 12:00:00,42.8,7.2,9.89,0.504,6.0,0.1011,19.88,1.56,0.57,0.254,1.44,
2024-02-16 13:00:00,55.86,,11.76,0.505,5.44,0.0998,23.3,1.56,0.24,0.114,1.32,7.01
2024-02-16 14:00:00,45.45,7.27,11.05,0.516,5.55,0.0981,19.87,1.56,0.23,0.176,0.89,6.75
2024-02-16 15:00:00,57.75,7.25,11.63,0.514,5.82,0.0986,26.37,1.76,0.36,0.206,1.0,7.23
2024-02-16 16:00:00,53.32,7.26,10.45,0.508,5.21,0.0995,22.31,1.61,0.22,0.079,1.32,6.56
2024-02-16 17:00:00,42.27,7.27,11.02,0.516,5.51,0.1001,16.46,1.27,0.26,0.173,1.02,7.33
2024-02-16 18:00:00,56.7,7.22,10.56,0.517,5.81,0.1026,26.29,1.79,0.56,0.426,1.39,6.91
2024-02-16 19:00:00,43.57,7.25,12.23,0.495,5.47,0.0976,17.59,1.42,0.24,0.077,1.22,6.96
2024-02-16 20:00:00,48.51,7.26,10.89,0.506,5.39,0.1018,22.25,1.78,0.59,0.333,1.09,7.1
2024-02-16 21:00:00,51.09,7.19,10.78,0.503,5.87,0.0989,23.18,,0.67,0.334,1.49,7.37
2024-02-16 22:00:00,50.06,7.2,10.32,0.523,5.96,0.1014,21.48,1.44,0.16,0.098,1.08,7.08
2024-02-16 23:00:00,53.77,7.2,10.26,0.504,6.0,0.0986,24.46,1.62,0.42,0.15,0.74,6.85
2024-02-17 00:00:00,54.61,7.29,11.2,0.508,5.32,0.0998,22.96,1.61,0.2,0.074,1.52,7.16
2024-02-17 01:00:00,61.6,7.19,11.78,0.516,5.35,0.1001,23.88,1.99,0.53,0.304,1.15,7.33
2024-02-17 02:00:00,61.75,7.23,10.27,0.516,5.38,0.102,20.47,1.93,0.21,0.117,1.08,7.3
2024-02-17 03:00:00,51.81,7.24,11.08,0.525,5.74,0.0984,18.62,1.6,0.4,0.259,1.11,7.05
2024-02-17 04:00:00,43.13,7.29,11.14,0.51,,0.0995,25.37,1.36,0.31,0.205,0.98,7.06
2024-02-17 05:00:00,56.16,7.2,11.32,0.507,5.18,0.1007,24.67,1.73,0.67,0.478,1.93,7.11
2024-02-17 06:00:00,61.28,7.23,9.25,0.518,5.31,0.1015,27.03,1.74,0.27,0.182,0.76,7.25
2024-02-17 07:00:00,47.73,7.2,10.03,0.523,5.24,0.0979,26.07,1.44,0.19,0.148,1.26,6.95
2024-02-17 08:00:00,50.67,7.22,9.59,0.532,5.79,0.098,21.08,1.78,0.22,0.13,1.21,7.04
2024-02-17 09:00:00,49.92,7.21,10.99,0.519,5.77,0.1018,21.33,1.83,0.26,0.178,1.39,7.04
2024-02-17 10:00:00,42.23,7.22,10.06,0.514,5.38,0.0997,16.34,1.55,0.43,0.323,1.04,6.57
2024-02-17 11:00:00,55.01,7.19,10.46,0.501,5.47,0.0984,22.34,1.52,0.6,0.321,1.52,6.81
2024-02-17 12:00:00,48.45,7.27,9.76,0.532,4.76,0.099,20.61,1.78,0.5,0.178,1.05,7.3
2024-02-17 13:00:00,57.38,7.27,10.55,0.521,,0.1011,22.75,1.77,0.52,0.376,1.0,7.59
2024-02-17 14:00:00,58.3,7.22,9.83,0.502,5.9,0.1033,25.87,1.69,0.48,0.173,1.18,7.02
2024-02-17 15:00:00,58.08,7.24,11.72,0.513,5.37,0.1019,25.14,1.95,0.3,0.139,1.25,6.96
2024-02-17 16:00:00,49.75,7.23,11.44,0.517,5.2,0.1023,23.41,1.4,0.54,0.371,1.48,6.83
2024-02-17 17:00:00,47.79,7.22,11.11,0.504,5.94,0.1012,18.63,1.37,0.55,0.221,0.76,6.5
2024-02-17 18:00:00,56.59,7.23,10.66,0.523,,0.0997,23.38,1.9,0.28,0.114,1.43,7.46
2024-02-17 19:00:00,57.67,7.21,8.92,0.52,5.99,0.1034,24.29,1.62,0.28,0.202,1.45,6.76
2024-02-17 20:00:00,51.29,7.26,10.5,0.505,6.0,0.0979,25.7,1.64,0.44,0.209,1.37,6.5
2024-02-17 21:00:00,59.56,7.2,10.2,0.532,5.49,0.1024,24.32,1.85,0.7,0.386,1.13,7.09
2024-02-17 22:00:00,44.14,7.28,11.2,0.53,5.9,0.099,19.8,1.69,0.46,0.2,1.0,7.0
2024-02-17 23:00:00,59.27,7.22,11.58,0.506,5.02,0.1012,26.19,,0.37,0.179,1.3,7.64
2024-02-18 00:00:00,44.36,7.21,11.47,0.515,4.99,0.104,19.67,1.42,0.3,0.21,1.22,7.15
2024-02-18 01:00:00,45.57,7.27,12.4,0.532,5.27,0.1032,21.44,1.51,0.33,0.244,0.71,7.48
2024-02-18 02:00:00,53.62,7.26,10.57,0.514,5.76,0.1032,23.44,1.7,0.64,0.344,1.42,7.22
2024-02-18 03:00:00,43.75,7.27,10.53,0.534,5.51,0.103,18.99,1.5,0.5,0.274,0.95,6.82
2024-02-18 04:00:00,43.44,7.24,12.18,0.506,5.45,0.1007,18.57,1.63,0.55,0.354,0.96,7.75
